"name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement","u_last_rounded_date","u_device_rounding","u_department_location"
"PC044764","HSS-8070610","9DRMPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1128 (Fast Track Room)","1","VIHATRP20230109-051","02/28/2027","09/19/2025","General Rounding","Emergency"
"PC044766","HSS-8065662","6S33XP3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","C400 (Meeting Room)(TBD)","1","VIHATRP20220815-131","12/31/2026","","General Rounding","(TBD)"
"PC045039","HSS-8025650","541WDF3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1N (OR2)","1","VIHATRP20211129-043","07/31/2026","08/21/2025","Critical Clinical","Operating Rooms"
"PC045054","HSS-8078938","7CYVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1110 (Office)","1","VIHATRP20231003-074","06/30/2027","07/11/2025","General Rounding","Orthopedic Clinic"
"PC045058","HSS-8070665","9KXLPR3","VIHA-CPRF-Caulfield Place Residential Facility-Main Building-1st Floor","Main Building","Office","1","VIHATRP20230109-106","03/31/2027","12/18/2023","General Rounding","(TBD)"
"PC045061","HSS-8086806","2SX6724","VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor","Main Building","6","1","VIHATRP20240520-016","06/30/2028","04/15/2025","General Rounding","North Cowichan Comm Hlth Serv"
"PC045290","HSS-8078066","JWG2QR3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","Urgent Care (Dictation Room)","1","VIHATRP20230904-001","06/30/2027","06/26/2025","General Rounding","Emergency"
"PC045291","HSS-8078073","55VVPR3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","M03 (Harbourside Conference Room)","1","VIHATRP20230904-008","06/30/2027","06/26/2025","General Rounding","Long Term Care"
"PC045293","HSS-8078075","11BVPR3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","Urgent Care (Physician Filing Room)","1","VIHATRP20230904-010","06/30/2027","06/26/2025","General Rounding","Emergency"
"PC045440","HSS-8027694","HBP6VH3","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","133 (Medical Imaging)","1","VIHATRP20220328-019","06/30/2026","07/18/2025","Critical Clinical","Medical Imaging"
"PC045528","HSS-8070603","BCRMPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1038 (Staff Room)","1","VIHATRP20230109-044","02/28/2027","06/18/2025","General Rounding","Laboratory"
"PC045532","HSS-8070604","3XJMPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1111 (Ultrasound Office)","1","VIHATRP20230109-045","02/28/2027","08/08/2025","General Rounding","Medical Imaging"
"PC045534","HSS-8057879","8007VH3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","X-Ray (Nurse Station)","1","VIHATRP20220404-010","06/30/2026","07/25/2025","General Rounding","Medical Imaging"
"PC045535","HSS-8083131","C2W13Z3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","MAINTENANCE OFFICE(TBD)","1","VIHATRP20240205-030","03/31/2028","","General Rounding","FMO"
"PC045536","HSS-8070626","2V1NPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1107 (Manager Office)","1","VIHATRP20230109-067","02/28/2027","07/11/2025","General Rounding","Medical Imaging"
"PC045537","HSS-8070633","8JVMPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1130 (Triage)","1","VIHATRP20230109-074","02/28/2027","09/19/2025","General Rounding","Emergency"
"PC045958","HSS-8089533","9XG6D14","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","CDH - Loaner PC (Lenovo)","","VIHATRP20240902-057","10/31/2028","","Excluded",""
"PC047288","HSS-8027700","G7P6VH3","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","133 (Medical Imaging)","1","VIHATRP20220328-025","06/30/2026","07/18/2025","General Rounding","Medical Imaging"
"PC047289","HSS-8073855","6131KQ3","VIHA-LMH-Lady Minto Hospital-Main Building-Basement 1","Main Building","038 (Patricia Byron)","G","VIHATRP20230424-029","06/30/2027","07/18/2025","General Rounding","Stores"
"PC047338","HSS-8073827","7VZ0KQ3","VIHA-LMH-Lady Minto Hospital-Main Building-Basement 1","Main Building","029 (FMO Office M. Casey)","G","VIHATRP20230424-001","06/30/2027","07/18/2025","General Rounding","FMO - Office"
"PC047340","HSS-8084818","D994X04","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","032 (Support Services)","1","VIHATRP20240325-025","04/30/2028","07/18/2025","General Rounding","(TBD)"
"PC047341","HSS-8073838","HZZ0KQ3","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","145 (ER/ACU - Physio Gym)","1","VIHATRP20230424-012","06/30/2027","07/18/2025","General Rounding","Physiotherapy"
"PC047343","HSS-8073843","8301KQ3","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","102 (Desk 3)","1","VIHATRP20230424-017","06/30/2027","07/18/2025","General Rounding","Health Records"
"PC047821","HSS-8088995","97L6D14","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","132 (Check in Records)","1","VIHATRP20240806-004","09/30/2028","11/29/2024","General Rounding","North Cowichan Comm Hlth Serv"
"PC047842","HSS-8057899","J0V7VH3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","M27 (Activities Office)","1","VIHATRP20220404-030","06/30/2026","06/26/2025","General Rounding","Activities"
"PC047882","HSS-8024929","GSNNDF3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1118B (Education Room)","1","VIHATRP20211025-034","03/31/2026","09/19/2025","General Rounding","Emergency"
"PC047883","HSS-8080338","41BVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G047 (FMO Office)","G","VIHATRP20231113-042","06/30/2027","","General Rounding","FMO"
"PC047884","HSS-8086854","6JS5724","VIHA-MBRC-Mill Bay Radiology Centre-Main Building-1st Floor","Main Building","Suite 250 Reception Desk","1","VIHATRP20240520-060","06/30/2028","05/01/2025","General Rounding",""
"PC047885","HSS-8080328","J0BVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1109 (Ultrasound Tech Room 3/4)","1","VIHATRP20231113-032","06/30/2027","08/08/2025","General Rounding","Medical Imaging"
"PC047886","HSS-8086849","4TW5724","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4036 (Clinical Nurse Lead + Social Worker)","4","VIHATRP20240520-055","06/30/2028","06/13/2025","General Rounding","Psychiatry"
"PC047888","HSS-8086820","GRX6724","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Main Building","163 (TBD)","1","VIHATRP20240520-029","06/30/2028","","General Rounding",""
"PC047890","HSS-8080360","72FVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4026 (Social Work)","4","VIHATRP20231113-064","06/30/2027","09/18/2025","General Rounding","Social Work"
"PC047892","HSS-8025648","5462FF3","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3337 (Internal Medicine)","3","VIHATRP20211129-041","03/31/2026","07/11/2025","General Rounding","Heart Function"
"PC047894","HSS-8070644","DFRMPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1128 (Nurse Station)","1","VIHATRP20230109-085","02/28/2027","09/19/2025","General Rounding","Emergency"
"PC047895","HSS-8091126","G9FQK44","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1096 (X-Ray Office)","1","VIHATRP20241111","12/31/2028","07/11/2025","General Rounding","Medical Imaging"
"PC047896","HSS-8027399","80V7VH3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1105 (Ultrasound Room 1)","1","VIHATRP20220314-054","07/31/2026","08/08/2025","Critical Clinical","Medical Imaging"
"PC047897","HSS-8024932","GSMMDF3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4034 (Meeting Room 1)","4","VIHATRP20211025-037","03/31/2026","09/18/2025","General Rounding","Psychiatry"
"PC047905","HSS-8092698","4JFCQ54","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1109 (Reception)","1","ILSHTRP20250324-005","03/31/2029","08/08/2025","General Rounding","Orthopedic Clinic"
"PC047912","HSS-8089516","C1H6D14","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","404","1","VIHATRP20240902-040","09/30/2028","08/29/2025","General Rounding",""
"PC047922","HSS-8089524","48L6D14","VIHA-DCDF-Duncan Community Dialysis Facility-Main Building-1st Floor","Main Building","Nurse Station","1","VIHATRP20240902-048","09/30/2028","03/11/2025","General Rounding","Dialysis"
"PC047923","HSS-8024930","GRCJVD3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1128 (Outside Trauma - Lab Machine)","1","VIHATRP20211025-035","03/31/2026","09/19/2025","General Rounding","Emergency"
"PC047924","HSS-8080362","GZ9VPR3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Front)","G","VIHATRP20231113-066","06/30/2027","05/03/2025","General Rounding","Pharmacy"
"PC048763","HSS-8086831","FSX6724","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","M27 (Activities Office)","1","VIHATRP20240520-035","06/30/2028","06/26/2025","General Rounding","Activities"
"PC048896","HSS-8080337","DTQVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4037 (Nurse Station)","4","VIHATRP20231113-041","06/30/2027","09/18/2025","General Rounding","Psychiatry"
"PC049546","HSS-8080333","33FVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2067 (Birthing Room #1)","2","VIHATRP20231113-037","06/30/2027","07/04/2025","General Rounding","Maternity"
"PC049547","HSS-8089541","G1H6D14","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2N (Nurse Station)","2","VIHATRP20240902-065","12/31/2028","08/21/2025","Critical Clinical","Maternity"
"PC049553","HSS-8077159","HWW0KQ3","VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor","Main Building","3","1","VIHATRP20230807-010","06/30/2027","04/15/2025","General Rounding","Cowich Vall MHSU Adm Supp"
"PC049555","HSS-8070567","8FRMPR3","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Nurse Station - Front)","3","VIHATRP20230109-008","02/28/2027","08/25/2025","Critical Clinical","CDH 3rd Floor South"
"PC049819","HSS-8086793","BBX8D14","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1066B (CT supervisors Office)","1","VIHATRP20240520-003","06/30/2028","06/13/2025","General Rounding","Medical Imaging"
"PC049821","HSS-8077162","8KMVPR3","VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor","Main Building","16","1","VIHATRP20230807-013","06/30/2027","04/15/2025","General Rounding",""
"PC049838","HSS-8080297","60BVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1068 (PACU)","1","VIHATRP20231113-001","06/30/2027","08/21/2025","General Rounding","Post Anesthetic Care Unit (PACU)"
"PC049845","HSS-8078946","BDJVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1104 (Ultrasound Hallway)","1","VIHATRP20231003-082","06/30/2027","08/08/2025","General Rounding","Medical Imaging"
"PC049851","HSS-8089538","3C37D14","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1128 (Physicians Station - Back Wall)","1","VIHATRP20240902-062","10/31/2028","09/19/2025","General Rounding","Emergency"
"PC049852","HSS-8086830","CSX6724","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","Bone Marrow Density (Procedure Room)","1","VIHATRP20240520-034","06/30/2028","06/26/2025","General Rounding","Medical Imaging"
"PC049979","HSS-8069178","28KQQN3","VIHA-MBRC-Mill Bay Radiology Centre-Main Building-1st Floor","Main Building","X-Ray Area","1","VIHATRP20221128-081","01/31/2027","05/01/2025","General Rounding","Medical Imaging"
"PC050067","HSS-8089544","7VC6D14","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4037 (Nurse Station - Corner Station)","4","VIHATRP20240902-068","09/30/2028","09/18/2025","General Rounding","Psychiatry"
"PC050069","HSS-8078943","6CJVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1111 (Ultrasound Office)","1","VIHATRP20231003-079","06/30/2027","07/11/2025","General Rounding","Medical Imaging"
"PC050475","HSS-8069179","6Q7YTH3","VIHA-MBRC-Mill Bay Radiology Centre-Main Building-1st Floor","Main Building","Rad Workstation(CN)","1","VIHATRP20221128-082","06/30/2026","05/01/2025","General Rounding","Medical Imaging"
"PC050722","HSS-8080329","BY9VPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1095 (X-Ray Tech Room 1)","1","VIHATRP20231113-033","06/30/2027","07/11/2025","General Rounding","Medical Imaging"
"PC050812","HSS-8073842","7601KQ3","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","153 (ACU - Ante Room)","1","VIHATRP20230424-016","06/30/2027","07/18/2025","General Rounding","Acute Care"
"PC050833","HSS-8078894","15VVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1143NW (Mammo Exam Room)","1","VIHATRP20231003-029","06/30/2027","08/08/2025","General Rounding","Medical Imaging"
"PC050934","HSS-8069175","8P7YTH3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1088 (Mammography Office)","1","VIHATRP20221128-078","06/30/2026","08/21/2025","General Rounding","Medical Imaging"
"PC051215","HSS-8069172","9ZFQQN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1096 (X-Ray Office)","1","VIHATRP20221128-075","01/31/2027","07/11/2025","General Rounding","Medical Imaging"
"PC051216","HSS-8086803","4QX6724","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1099 (X-Ray Tech Room 2)","1","VIHATRP20240520-013","06/30/2028","08/08/2025","General Rounding","Medical Imaging"
"PC051218","HSS-8078939","6K3VPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1092 (Medical Imaging Booking)","1","VIHATRP20231003-075","06/30/2027","08/21/2025","General Rounding","Medical Imaging"
"PC051219","HSS-8083181","BY9SG04","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1096 (X-Ray Office)","1","VIHATRP20240205-080","03/31/2028","08/08/2025","General Rounding","Medical Imaging"
"PC051222","HSS-8025647","54N3FF3","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3032 (Nurse Station - Bat Cave)","3","VIHATRP20211129-040","03/31/2026","09/12/2025","General Rounding","CDH 3rd Floor South"
"PC051572","HSS-8078940","4Q6VPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1022 (Booking Office)","1","VIHATRP20231003-076","06/30/2027","07/04/2025","General Rounding","Medical Imaging"
"PC051774","HSS-8069170","4VB2RN3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Mobile MRI (Outside)","Mobile MRI Trailer - Technologist","G","VIHATRP20221128-073","01/31/2027","09/16/2025","General Rounding","Medical Imaging"
"PC051968","HSS-8057871","7007VH3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","X-Ray (Procedure Room)","1","VIHATRP20220404-002","06/30/2026","06/26/2025","General Rounding","Medical Imaging"
"PC051981","HSS-8077182","9JMVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1107 (Manager Office)","1","VIHATRP20230807-034","06/30/2027","07/11/2025","General Rounding","Medical Imaging"
"PC052175","HSS-8058770","9M4YTH3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","Processing Room (Bone Marrow Density)","1","VIHATRP20220523-040","06/30/2026","06/26/2025","General Rounding","Medical Imaging"
"PC052248","HSS-8077160","9PMVPR3","VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor","Main Building","11","1","VIHATRP20230807-011","06/30/2027","04/15/2025","General Rounding",""
"PC052250","HSS-8076461","4V9VPR3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1","Main Building","G36 (FMO Back shop area)","G","VIHATRP20230717-074","06/30/2027","02/28/2025","General Rounding","FMO"
"PC052252","HSS-8080311","H5FVPR3","VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor","Main Building","5","1","VIHATRP20231113-015","06/30/2027","04/15/2025","General Rounding",""
"PC052258","HSS-8070659","1Y1NPR3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","D Wing","D084 (Housekeeping Office)","1","VIHATRP20230109-100","02/28/2027","05/24/2024","General Rounding","Housekeeping"
"PC052459","HSS-8073837","1B1T1V3","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","ER/ACU (Physicians Area)","1","VIHATRP20230424-011","06/30/2027","07/18/2025","General Rounding","Clinical Imp & Informatics"
"PC052847","HSS-8024931","GV2PDF3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway East)","2","VIHATRP20211025-036","03/31/2026","07/04/2025","General Rounding","CDH 2nd Floor East"
"PC052849","HSS-8084832","J894X04","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3N (Nurse Station)","3","VIHATRP20240325-038","04/30/2028","09/12/2025","General Rounding","Medical / Surgical Care"
"PC052850","HSS-8086848","6HH5724","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3031 (Nurse Station - Back Office)","3","VIHATRP20240520-054","06/30/2028","09/12/2025","General Rounding","CDH 3rd Floor South"
"PC052863","HSS-8078071","GBD2QR3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-Basement 1","Main Building","L140 (Boardroom)","G","VIHATRP20230904-006","06/30/2027","06/26/2025","General Rounding","Administration"
"PC057633","HSS-8077176","3501KQ3","VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor","Main Building",".Reception - Back RH","1","VIHATRP20230807-027","06/30/2027","02/26/2025","General Rounding","Public Health"
"PC060932","HSS-8078937","7BJVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1130 (Triage)","1","VIHATRP20231003-073","06/30/2027","09/19/2025","Critical Clinical","Emergency"
"PC060942","HSS-8089522","BZG6D14","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","C Wing","C-Wing Care Station#1","1","VIHATRP20240902-046","09/30/2028","08/20/2025","General Rounding",""
"PC060944","HSS-8078916","5P6VPR3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","454 - C-Wing Care Station#2","1","VIHATRP20231003-051","06/30/2027","08/20/2025","General Rounding","(TBD)"
"PC061071","HSS-8086825","JRX6724","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","138 (TBD) WS 18","1","VIHATRP20240520-082","06/30/2028","07/25/2025","General Rounding","Cowichan Valley Home Support"
"PC061073","HSS-8078908","8P6VPR3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","101 (W43)","1","VIHATRP20231003-043","06/30/2027","07/25/2025","General Rounding","CHS - Community Health Services"
"PC061395","HSS-8080348","9K3VPR3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","B Wing","B42","1","VIHATRP20231113-052","06/30/2027","02/28/2025","General Rounding"," "
"PC061708","HSS-8086835","DQX6724","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","122 (Exam Room / Office)","1","VIHATRP20240520-086","06/30/2028","03/28/2025","General Rounding","Mental Health and Substance Abuse"
"PC061740","HSS-8086819","CQX6724","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Main Building","room 136 in Hospice","1","VIHATRP20240520-028","06/30/2028","08/14/2025","General Rounding",""
"PC061741","HSS-8078933","3DJVPR3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","New Building","112 (CNL Office)","1","VIHATRP20231003-069","06/30/2027","08/14/2025","General Rounding","Hospice - End of Life"
"PC061747","HSS-8078932","5DJVPR3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","New Building","124A (Volunteer Office)","1","VIHATRP20231003-068","06/30/2027","08/14/2025","General Rounding","Hospice - End of Life"
"PC061748","HSS-8078934","8VG2QR3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","New Building","Nurse's Station","1","VIHATRP20231003-070","06/30/2027","08/14/2025","General Rounding","Hospice - End of Life"
"PC061749","HSS-8078935","4P6VPR3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","New Building","124 - Reception","1","VIHATRP20231003-071","06/30/2027","08/14/2025","General Rounding","Hospice - End of Life"
"PC061799","HSS-8080316","40BVPR3","VIHA-FHMH-Floral House Mental Health-Main Building-1st Floor","Main Building","1st FL Office","1","VIHATRP20231113-020","06/30/2027","06/03/2025","General Rounding","Adult Rehab Open Door"
"PC061853","HSS-8089520","DYG6D14","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B39","1","VIHATRP20240902-044","09/30/2028","02/28/2025","General Rounding",""
"PC062230","HSS-8091972","HDJJZ44","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","103 (Ultrasound)","1st Floor","VIHATRP20250120","01/31/2029","","","CDH/Quality Medical Imaging"
"PC062333","HSS-8086813","CRX6724","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B42","1","VIHATRP20240520-023","06/30/2028","02/28/2025","General Rounding",""
"PC062951","HSS-8083145","GXV13Z3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4024 (CNL Office)","4","VIHATRP20240205-044","03/31/2028","07/11/2025","General Rounding","Psychiatry"
"PC063863","HSS-8086833","HQX6724","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","304 (Admin)","3","VIHATRP20240520-037","06/30/2028","05/30/2025","General Rounding","SUIT - Substance Use Integrated Team"
"PC063864","HSS-8086834","9SX6724","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","301 (Director)","3","VIHATRP20240520-038","06/30/2028","03/28/2025","General Rounding","SUIT"
"PC063878","HSS-8089518","BWG6D14","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","North Care Station(TBD)","1","VIHATRP20240902-042","09/30/2028","","General Rounding",""
"PC064242","HSS-8083144","D2W13Z3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4015 (Meeting Room)","4","VIHATRP20240205-043","03/31/2028","09/18/2025","General Rounding","Psychiatry"
"PC065954","HSS-1975583","54VWDF3","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","310 (Outreach Team)","3","DMND0003373","06/30/2026","03/28/2025","General Rounding","SUIT - Substance Use Integrated Team"
"PC065955","HSS-1975584","5151FF3","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","307 (Outreach)","3","DMND0003373","06/30/2026","03/28/2025","General Rounding","SUIT - Substance Use Integrated Team"
"PC065956","HSS-1975585","5GN1FF3","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","307 (Outreach)","3","DMND0003373","06/30/2026","03/28/2025","General Rounding","SUIT - Substance Use Integrated Team"
"PC065957","HSS-1975586","55YWDF3","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","313 (NP Clinic)","3","DMND0003373","06/30/2026","03/28/2025","General Rounding","SUIT - Substance Use Integrated Team"
"PC065958","HSS-1975587","54FVDF3","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","1 Consumption Area","1","DMND0003373","06/30/2026","03/28/2025","General Rounding","Mental Health and Substance Abuse"
"PC065959","HSS-1975588","54N2FF3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B-Sunroom (Admin Area)","1","DMND0003373","06/30/2026","01/28/2024","General Rounding","Mental Health and Substance Abuse"
"PC065960","HSS-1975589","54M3FF3","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","310 (Outreach Team)","3","DMND0003373","06/30/2026","06/06/2025","General Rounding","SUIT - Substance Use Integrated Team"
"PC065961","HSS-1975590","54NWDF3","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","307 (Outreach)","3","DMND0003373","06/30/2026","03/28/2025","General Rounding","SUIT - Substance Use Integrated Team"
"PC066002","HSS-8025634","544WDF3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","X-Ray (Nurse Station)","1","VIHATRP20211129-027","07/31/2026","06/26/2025","General Rounding","Medical Imaging"
"PC066004","HSS-8025793","7ZDLDF3","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","134 (Medical Imaging)","1","VIHATRP20211213-001","05/31/2026","07/18/2025","General Rounding","Medical Imaging"
"PC066006","HSS-8025795","7ZGJDF3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1088 (Mammography Office)","1","VIHATRP20211213-003","05/31/2026","08/21/2025","General Rounding","Medical Imaging"
"PC066040","HSS-8026022","BRDFNK3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1081 (Radiologist)","1","VIHATRP20220103-001","05/31/2026","08/21/2025","General Rounding","Medical Imaging"
"PC066041","HSS-8026028","2SDFNK3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1023A (Radiology)","1","VIHATRP20220103-007","05/31/2026","07/04/2025","General Rounding","Medical Imaging"
"PC066042","HSS-8026025","DRDFNK3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1023B (Radiology)","1","VIHATRP20220103-004","05/31/2026","07/04/2025","General Rounding","Medical Imaging"
"PC066096","HSS-8078079","9CTLPR3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-Basement 1","Main Building","L137 (Adult Day Program Office)","G","VIHATRP20230904-014","06/30/2027","06/26/2025","General Rounding","Adult Day Program"
"PC067001","HSS-8076463","1SQVPR3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","140 (Exam Room 6)","1","VIHATRP20230717-076","06/30/2027","02/28/2025","General Rounding","Family Practice Clinic"
"PC067016","HSS-8069174","3NRQ0M3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1081 (Radiologist)","1","VIHATRP20221128-077","02/28/2027","08/21/2025","General Rounding","Medical Imaging"
"PC067042","HSS-8069157","JXFQQN3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","FPC Provider Area (on the wall)","1","VIHATRP20221128-057","01/31/2027","02/28/2025","General Rounding","Family Practice Clinic"
"PC067043","HSS-8069159","BM4YTH3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","102 (Ultrasound)","1","VIHATRP20221128-059","06/30/2026","02/14/2025","General Rounding","Medical Imaging"
