"u_parent_asset","name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement"
"AO800257","AO800257-CRT","AO800257-CRT","1393797-0028","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor",,,,,
"AO800258","AO800258-CRT","AO800258-CRT","1360921-0007","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor",,,,,
"AO800259","AO800259-CRT","AO800259-CRT","1421197-0006","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor",,,,,
"AO800260","AO800260-CRT","AO800260-CRT","1360921-0074","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor",,,,,
"AO800261","AO800261-CRT","AO800261-CRT","1360921-0210","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor",,,,,
"AO800262","AO800262-CRT","AO800262-CRT","1360921-0070","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor",,,,,
"","AO800263-CRT","AO800263-CRT","1360921-0031","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor",,,,,
"","AO800264-CRT","AO800264-CRT","1393797-0027","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor",,,,,
"AO800265LEG","AO800265-CRT","AO800265-CRT","1350199-0037","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor",,,,,
"AO800266","AO800266-CRT","AO800266-CRT","1360921-0012","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor",,,,,
"AO800267","AO800267-CRT","AO800267-CRT","1399176-0026","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor",,,,,
"","AO800269-CRT","AO800269-CRT","1362656-0272","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor",,,,,
"","AO800270-CRT","AO800270-CRT","1365290-0221","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor",,,,,
"AO800271","AO800271-CRT","AO800271-CRT","1399174-0037","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor",,,,,
"AO800272","AO800272-CRT","AO800272-CRT","1399175-0002","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor",,,,,
"AO800274","AO800274-CRT","AO800274-CRT","1365290-0205","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor",,,,,
"AO800275","AO800275-CRT","AO800275-CRT","1360921-0195","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor",,,,,
"AO800276","AO800276-CRT","AO800276-CRT","1399175-0037","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor",,,,,
"AO800277","AO800277-CRT","AO800277-CRT","1399174-0025","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor",,,,,
"","AO800278-CRT","AO800278-CRT","1360921-0019","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor",,,,,
"AO800279","AO800279-CRT","AO800279-CRT","1365290-0215","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor",,,,,
"","AO800281-CRT","AO800281-CRT","1399175-0004","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor",,,,,
"","AO800282-CRT","AO800282-CRT","1399175-0036","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor",,,,,
"AO800283","AO800283-CRT","AO800283-CRT","1362656-0200","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor",,,,,
"AO800284","AO800284-CRT","AO800284-CRT","1367294-0044","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor",,,,,
"AO800285","AO800285-CRT","AO800285-CRT","1350199-0017","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor",,,,,
"AO800286","AO800286-CRT","AO800286-CRT","1421197-0009","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor",,,,,
"AO800287","AO800287-CRT","AO800287-CRT","1362656-0278","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor",,,,,
"AO800288","AO800288-CRT","AO800288-CRT","1360921-0010","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor",,,,,
"AO800289","AO800289-CRT","AO800289-CRT","1360921-0068","VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor",,,,,
"","AO800290-CRT","AO800290-CRT","1365290-0244","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor",,,,,
"AO800291","AO800291-CRT","AO800291-CRT","1421197-0012","VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor",,,,,
"AO800292","AO800292-CRT","AO800292-CRT","1365290-0243","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor",,,,,
"AO800293","AO800293-CRT","AO800293-CRT","1399176-0030","VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor",,,,,
"","AO800294-CRT","AO800294-CRT","1393797-0001","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor",,,,,
"AO800295","AO800295-CRT","AO800295-CRT","1298848-0039","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor",,,,,
"AO800296","AO800296-CRT","AO800296-CRT","1297849-0016","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor",,,,,
"","AO800297-CRT","AO800297-CRT","1297849-0011","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor",,,,,
"AO800298","AO800298-CRT","AO800298-CRT","1297849-0030","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor",,,,,
"AO800299","AO800299-CRT","AO800299-CRT","1269742-0031","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor",,,,,
"AO800300","AO800300-CRT","AO800300-CRT","1297846-0017","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor",,,,,
"AO800301","AO800301-CRT","AO800301-CRT","1296598-0017","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor",,,,,
"AO800302","AO800302-CRT","AO800302-CRT","1296598-0015","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor",,,,,
"AO800304","AO800304-CRT","AO800304-CRT","1297849-0024","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor",,,,,
"","AO800305-CRT","AO800305-CRT","1297849-0007","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor",,,,,
"","AO800317-CRT","AO800317-CRT","1297849-0022","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor",,,,,
"","AO800318-CRT","AO800318-CRT","1297848-0050","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor",,,,,
"","AO800320-CRT","AO800320-CRT","1297849-0015","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor",,,,,
"AO800326","AO800326-CRT","AO800326-CRT","1296598-0016","VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor",,,,,
"AO800327","AO800327-CRT","AO800327-CRT","1399174-0008","VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor",,,,,
"AO800328","AO800328-CRT","AO800328-CRT","1399175-0005","VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor",,,,,
"AO800331","AO800331-CRT","AO800331-CRT","1365290-0247","VIHA-CVNC-Comox Valley Nursing Centre-Main Building-1st Floor",,,,,
"","AO800332-CRT","AO800332-CRT","1297846-0012","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor",,,,,
"","AO800333-CRT","AO800333-CRT","1297848-0008","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor",,,,,
"","AO800334-CRT","AO800334-CRT","1297850-0039","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor",,,,,
"","AO800335-CRT","AO800335-CRT","1296598-0006","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor",,,,,
"","AO800336-CRT","AO800336-CRT","1299486-0008","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor",,,,,
"","AO800337-CRT","AO800337-CRT","1296598-0013","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor",,,,,
"","AO800338-CRT","AO800338-CRT","1296598-0004","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor",,,,,
"","AO800339-CRT","AO800339-CRT","1296598-0005","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor",,,,,
"","AO800341-CRT","AO800341-CRT","1297848-0040","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor",,,,,
"","AO800342-CRT","AO800342-CRT","1297849-0023","VIHA-PHPCC-Port Hardy Primary Care Centre-Main Building-1st Floor",,,,,
"","AO800344-CRT","AO800344-CRT","1297848-0044","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor",,,,,
"","AO800345-CRT","AO800345-CRT","1296598-0018","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor",,,,,
"","AO800346-CRT","AO800346-CRT","1296598-0020","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor",,,,,
"","AO800347-CRT","AO800347-CRT","1296598-0001","VIHA-PMH-Port McNeill Hospital-Main Building-1st Floor",,,,,
"AO800349","AO800349-CRT","AO800349-CRT","1297848-0033","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor",,,,,
"AO800350","AO800350-CRT","AO800350-CRT","1888706-0017","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor",,,,,
"AO800351","AO800351-CRT","AO800351-CRT","1888706-0009","VIHA-PAH-Port Alice Health Center-Main Building-1st Floor",,,,,
"","C000101",,"1268836-0001","",,,,,
"","C000103",,"1268836-0020","",,,,,
"","C000105",,"1268836-0014","",,,,,
"","C000107",,"1268836-0021","",,,,,
"","C000109",,"1268836-0002","",,,,,
"","C000111",,"1268836-0025","",,,,,
"","C000113",,"1268836-0018","",,,,,
"","C000115",,"1269742-0006","",,,,,
"","C000117",,"1268836-0017","",,,,,
"","C000119",,"1268836-0026","",,,,,
"","C000121",,"1269741-0005","",,,,,
"","C000133",,"1268836-0006","",,,,,
"","C000137",,"1269741-0011","",,,,,
"","C000139",,"1269741-0006","",,,,,
"","C000141",,"1269741-0017","",,,,,
"","C000143",,"1269741-0010","",,,,,
"","C000145",,"1269741-0046","",,,,,
"","C000147",,"1269741-0047","",,,,,
"","C000149",,"1269741-0009","",,,,,
"","C000152",,"1269741-0048","",,,,,
"","C000155",,"1269741-0026","",,,,,
"","C000187",,"1269741-0003","",,,,,
"","C000189",,"1269741-0025","",,,,,
"","C000197",,"1269741-0007","",,,,,
"","C000201",,"1268836-0005","",,,,,
"","C000203",,"1268836-0008","",,,,,
"","C000205",,"1269742-0014","",,,,,
"","C000206-CRT","C000206-CRT","1296598-0019","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor",,,,,
"","C000211",,"1269742-0042","",,,,,
"","C000213",,"1268836-0015","",,,,,
"","C000215",,"1269742-0015","",,,,,
"","C000221",,"1268836-0013","",,,,,
"","C000223",,"1268836-0023","",,,,,
"","C000225",,"1269828-0028","",,,,,
"","C000229",,"1269742-0045","",,,,,
"","C000231",,"1268836-0016","",,,,,
"","C000250",,"1260742-0025","",,,,,
"","C000252",,"1269741-0049","",,,,,
"","C000278",,"1269741-0008","",,,,,
"","C000280",,"1269742-0022","",,,,,
"","C000282",,"1269742-0020","",,,,,
"","C000290",,"1269741-0041","",,,,,
"","C000292",,"1269828-0055","",,,,,
"","C000294",,"1269742-0027","",,,,,
"","C000296",,"1269742-0049","",,,,,
"","C000298",,"1266130-0069","",,,,,
"","C000300",,"1269741-0055","",,,,,
"","C000302",,"1269741-0016","",,,,,
"","C000304",,"1269742-0016","",,,,,
"","C000306",,"1269828-0029","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor",,,,,
"","C000308",,"1269741-0054","",,,,,
"","C000310",,"1269741-0038","",,,,,
"","C000312",,"1260741-0030","",,,,,
"","C000316",,"1269741-0024","",,,,,
"","C000318",,"1269741-0042","",,,,,
"","C000322",,"1269741-0029","",,,,,
"","C000331",,"1269742-0041","",,,,,
"","C000334",,"1269742-0019","",,,,,
"","C000336",,"1269741-0045","",,,,,
"","C000338",,"1266130-0029","",,,,,
"","C000340",,"1269742-0038","",,,,,
"","C000342",,"1269828-0025","",,,,,
"","C000344",,"1269741-0033","",,,,,
"","C000346",,"1269741-0037","",,,,,
"","C000348",,"1269742-0001","",,,,,
"","C000350",,"1269742-0036","",,,,,
"","C000352",,"1269741-0051","",,,,,
"","C000354",,"1269741-0015","",,,,,
"","C000356",,"1269742-0005","",,,,,
"","C000358",,"1269742-0050","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","C000360",,"1269741-0001","",,,,,
"","C000362",,"1269828-0035","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor",,,,,
"","C000364",,"1269741-0036","",,,,,
"","C000366",,"1269827-0033","",,,,,
"","C000368",,"1269828-0053","",,,,,
"","C000370",,"1269827-0031","",,,,,
"","C000372",,"1269742-0043","",,,,,
"","C000391",,"1269828-0048","",,,,,
"","C000393",,"1269742-0047","",,,,,
"","C000395",,"1269741-0002","",,,,,
"","C000397",,"1269742-0026","",,,,,
"","C000399",,"1269741-0035","",,,,,
"","C000401",,"1269742-0031","",,,,,
"","C000403",,"1269828-0032","",,,,,
"","C000426",,"1269828-0034","",,,,,
"","C000428",,"1269741-0032","",,,,,
"","C000430",,"1269828-0047","",,,,,
"","C000432",,"1269742-0003","",,,,,
"","C000434",,"1269741-0034","",,,,,
"","C000436",,"1269742-0051","",,,,,
"","C000438",,"1269828-0024","",,,,,
"","C000440",,"1269828-0042","",,,,,
"","C000442",,"1269742-0034","",,,,,
"","C000444",,"1269742-0035","",,,,,
"","C000446",,"1269828-0044","",,,,,
"","C000448",,"1269828-0051","",,,,,
"","C000450",,"1269828-0046","",,,,,
"","C000452",,"1269742-0023","",,,,,
"","C000454",,"1269742-0046","",,,,,
"","C000456",,"1269742-0021","",,,,,
"","C000458",,"1269742-0055","",,,,,
"","C000460",,"1269742-0008","",,,,,
"","C000462",,"1269742-0010","",,,,,
"","C000464",,"1269742-0053","",,,,,
"","C000467",,"1269742-0040","",,,,,
"","C000471",,"1269742-0030","",,,,,
"","C000473",,"1269827-0027","",,,,,
"","C000479",,"1269828-0045","",,,,,
"","C000481",,"1269828-0040","",,,,,
"","C000492",,"1269827-0038","",,,,,
"","C000509",,"1269742-0048","",,,,,
"","C000513",,"1269827-0032","",,,,,
"","C000515",,"1269742-0002","",,,,,
"","C000517",,"1269742-0052","",,,,,
"","C000521",,"1269741-0053","",,,,,
"","C000526",,"1269828-0036","",,,,,
"","C000528",,"1269828-0049","",,,,,
"","C000545",,"1269828-0031","",,,,,
"","C000548",,"1269828-0033","",,,,,
"","C000550",,"1269742-0011","",,,,,
"","C000552",,"1269828-0030","",,,,,
"","C000554",,"1269828-0052","",,,,,
"","C000558",,"1269742-0013","",,,,,
"","C000679",,"1269742-0033","",,,,,
"","C001508",,"1269828-0054","",,,,,
"","C002343",,"1297850-0006","",,,,,
"","C002361",,"1297847-0033","",,,,,
"","C002362",,"1297846-0003","",,,,,
"","C002363",,"1297846-0021","",,,,,
"","C002364",,"1297846-0005","",,,,,
"","C002385",,"1297846-0017","",,,,,
"","C002506",,"1296598-0013","",,,,,
"","C002507",,"1296598-0010","",,,,,
"","C002508",,"1296598-0019","",,,,,
"","C002509",,"1297848-0033","",,,,,
"","C002510",,"1297848-0023","",,,,,
"","C002511",,"1297848-0047","",,,,,
"","C002512",,"1297848-0054","",,,,,
"","C002513",,"1297848-0051","",,,,,
"","C002514",,"1297848-0050","",,,,,
"","C002515",,"1297848-0035","",,,,,
"","C002516",,"1297848-0049","",,,,,
"","C002517",,"1297848-0040","",,,,,
"","C002518",,"1297848-0020","",,,,,
"","C002519",,"1297848-0064","",,,,,
"","C002520",,"1297848-0052","",,,,,
"","C002566",,"1296598-0014","",,,,,
"","C002567",,"1296598-0012","",,,,,
"","C002695",,"1297848-0062","",,,,,
"","C002696",,"1297848-0065","",,,,,
"","C002697-",,"1297848-0026","",,,,,
"","C002698",,"1297848-0027","",,,,,
"","C002699",,"1297848-0021","",,,,,
"","C002700",,"1297848-0061","",,,,,
"","C002701",,"1297848-0042","",,,,,
"","C002702",,"1297848-0036","",,,,,
"","C002703",,"1297848-0045","",,,,,
"","C002704",,"1297848-0024","",,,,,
"","C002705",,"1297848-0057","",,,,,
"","C002706",,"1297848-0019","",,,,,
"","C002707",,"1297848-0053","",,,,,
"","C002708",,"1297848-0060","",,,,,
"","C002709",,"1297848-0011","",,,,,
"","C002710",,"1297848-0017","",,,,,
"","C002711",,"1297848-0012","",,,,,
"","C002712",,"1297848-0048","",,,,,
"","C002713",,"1297848-0025","",,,,,
"","C002714",,"1297848-0058","",,,,,
"","C002715",,"1297848-0063","",,,,,
"","C002717",,"1297848-0037","",,,,,
"","C002718",,"1297848-0014","",,,,,
"","C002719",,"1297848-0059","",,,,,
"","C002720",,"1297848-0034","",,,,,
"","C002721",,"1297848-0015","",,,,,
"","C002722",,"1297848-0018","",,,,,
"","C002723",,"1297848-0032","",,,,,
"","C002724",,"1297848-0009","",,,,,
"","C002725",,"1297848-0029","",,,,,
"","C002726",,"1297848-0043","",,,,,
"","C002727",,"1297848-0022","",,,,,
"","C002728",,"1297848-0013","",,,,,
"","C002729",,"1297848-0008","",,,,,
"","C002730",,"1297848-0002","",,,,,
"","C002731",,"1297848-0004","",,,,,
"","C002732",,"1297848-0010","",,,,,
"","C002733",,"1297848-0038","",,,,,
"","C002734",,"1297848-0016","",,,,,
"","C002735",,"1297848-0030","",,,,,
"","C002737",,"1297848-0007","",,,,,
"","C002738",,"1297848-0039","",,,,,
"","C002841",,"1399174-0005","",,,,,
"","C002842",,"1399174-0044","",,,,,
"","C002843",,"1399174-0016","",,,,,
"","C002844",,"1399174-0032","",,,,,
"","C002845",,"1399174-0045","",,,,,
"","C002846",,"1399174-0020","",,,,,
"","C002847",,"1399174-0003","",,,,,
"","C002848",,"1399174-0038","",,,,,
"","C002849",,"1399174-0004","",,,,,
"","C002850",,"1399174-0029","",,,,,
"","C002851",,"1399174-0006","",,,,,
"","C002852",,"1399174-0015","",,,,,
"","C002853",,"1359497-0074","",,,,,
"","C002854",,"1359497-0076","",,,,,
"","C002855",,"1328164-0097","",,,,,
"","C002856",,"1324266-0065","",,,,,
"","C002857",,"1324266-0083","",,,,,
"","C002858",,"1328164-0110","",,,,,
"","C002859",,"1328164-0099","",,,,,
"","C002860",,"1328164-0042","",,,,,
"","C002861",,"1328164-0038","",,,,,
"","C002862",,"1324266-0082","",,,,,
"","C002863",,"1328164-0098","",,,,,
"","C002864",,"1324266-0081","",,,,,
"","C002865",,"1328164-0045","",,,,,
"","C002866",,"1328164-0100","",,,,,
"","C002867",,"1328164-0022","",,,,,
"","C002868",,"1328164-0060","",,,,,
"","C002869",,"1324266-0110","",,,,,
"","C002870",,"1328164-0061","",,,,,
"","C002871",,"1328164-0053","",,,,,
"","C002872",,"1334108-0058","",,,,,
"","C002873",,"1328164-0090","",,,,,
"","C002874",,"1328164-0046","",,,,,
"","C002875",,"1399174-0013","",,,,,
"","C002876",,"1399174-0010","",,,,,
"","C002877",,"1359919-0004","",,,,,
"","C002878",,"1334108-0060","",,,,,
"","C002879",,"1399174-0001","",,,,,
"","C002880",,"1399174-0008","",,,,,
"","C002881",,"1399174-0028","",,,,,
"","C002882",,"1399174-0014","",,,,,
"","C002883",,"1399174-0031","",,,,,
"","C002884",,"1399174-0009","",,,,,
"","C002885",,"1399174-0046","",,,,,
"","C002886",,"1399174-0019","",,,,,
"","C002887",,"1399174-0033","",,,,,
"","C002888",,"1399174-0042","",,,,,
"","C002889",,"1399174-0017","",,,,,
"","C003003",,"1421197-0019","",,,,,
"","C003004",,"1393797-0014","",,,,,
"","C003005",,"1393797-0012","",,,,,
"","C003006",,"1393797-0009","",,,,,
"","C003007",,"1393797-0011","",,,,,
"","C003008",,"1393797-0010","",,,,,
"","C003009",,"1334108-0014","",,,,,
"","C003010",,"1360677-0053","",,,,,
"","C003011",,"1366798-0084","",,,,,
"","C003012",,"1366798-0079","",,,,,
"","C003013",,"1357146-0017","",,,,,
"","C003014",,"1366798-0076","",,,,,
"","C003015",,"1393797-0023","",,,,,
"","C003016",,"1393797-0005","",,,,,
"","C003017",,"1393797-0024","",,,,,
"","C003018",,"1393797-0013","",,,,,
"","C003019",,"1393797-0016","",,,,,
"","C003020",,"1393797-0017","",,,,,
"","C003021",,"1393797-0025","",,,,,
"","C003022",,"1421197-0023","",,,,,
"","C003023",,"1393797-0007","",,,,,
"","C003024",,"1393797-0015","",,,,,
"","C003025",,"1393797-0018","",,,,,
"","C003026",,"1393797-0006","",,,,,
"","C003027",,"1393797-0008","",,,,,
"","C003028",,"1393797-0019","",,,,,
"","C003029",,"1393797-0022","",,,,,
"","C003030",,"1393797-0021","",,,,,
"","C003031",,"1393797-0020","",,,,,
"","C003032",,"1366798-0080","",,,,,
"","C003033",,"1366798-0077","",,,,,
"","C003034",,"1357146-0020","",,,,,
"","C003035",,"1359919-0086","",,,,,
"","C003036",,"1362052-0018","",,,,,
"","C003037",,"1367294-0047","",,,,,
"","C003038",,"1366798-0078","",,,,,
"","C003039",,"1393797-0030","",,,,,
"","C003040",,"1393797-0034","",,,,,
"","C003041",,"1393797-0029","",,,,,
"","C003042",,"1393797-0032","",,,,,
"","C003043",,"1393797-0031","",,,,,
"","C003044",,"1393797-0035","",,,,,
"","C003045",,"1399175-0026","",,,,,
"","C003046",,"1399175-0033","",,,,,
"","C003047",,"1399175-0022","",,,,,
"","C003048",,"1399175-0023","",,,,,
"","C003049",,"1399175-0032","",,,,,
"","C003050",,"1399175-0027","",,,,,
"","C003051",,"1399175-0030","",,,,,
"","C003052",,"1399175-0018","",,,,,
"","C003053",,"1399175-0016","",,,,,
"","C003054",,"1399175-0017","",,,,,
"","C003055",,"1399175-0024","",,,,,
"","C003056",,"1399175-0019","",,,,,
"","C003057",,"1399175-0038","",,,,,
"","C003058",,"1399175-0021","",,,,,
"","C003059",,"1399175-0006","",,,,,
"","C003060",,"1399176-0033","",,,,,
"","C003061",,"1399175-0005","",,,,,
"","C003062",,"1399176-0034","",,,,,
"","C003063",,"1399175-0020","",,,,,
"","C003064",,"1399175-0028","",,,,,
"","C003065",,"1399176-0032","",,,,,
"","C003066",,"1399176-0031","",,,,,
"","C003067",,"1393797-0040","",,,,,
"","C003068",,"1393797-0038","",,,,,
"","C003069",,"1399176-0028","",,,,,
"","C003070",,"1399176-0010","",,,,,
"","C003071",,"1399176-0024","",,,,,
"","C003072",,"1399176-0009","",,,,,
"","C003073",,"1399176-0007","",,,,,
"","C003074",,"1399176-0027","",,,,,
"","C003075",,"1399176-0023","",,,,,
"","C003076",,"1399176-0008","",,,,,
"","C003521",,"1461798-0001","",,,,,
"","C003667",,"1297850-0051","",,,,,
"","C003669",,"1297850-0030","",,,,,
"","C003671",,"1297850-0013","",,,,,
"","C003800",,"1297850-0052","",,,,,
"","C003804",,"1297850-0018","",,,,,
"","C003808",,"1297846-0015","",,,,,
"","C003817",,"1297846-0036","",,,,,
"","C003818",,"1297850-0021","",,,,,
"","C003828",,"1297850-0007","",,,,,
"","C003832",,"1297850-0005","",,,,,
"","C003836",,"1297850-0048","",,,,,
"","C003837",,"1297850-0053","",,,,,
"","C003849",,"GC5904B16112744","",,,,,
"","C003850",,"GC5904B16112749","",,,,,
"","C003851",,"GC5904B16112748","",,,,,
"","C003857",,"1297850-0060","",,,,,
"","C003858",,"1297850-0061","VIHA-RJH-Royal Jubilee Hospital",,,,,
"","C003862",,"1297850-0001","",,,,,
"","C003869",,"1297846-0035","",,,,,
"","C003876",,"1297846-0025","",,,,,
"","C003882",,"1297850-0012","",,,,,
"","C003883",,"1297850-0059","",,,,,
"","C003884",,"1297850-0020","",,,,,
"","C003885",,"1297850-0023","",,,,,
"","C003886",,"1297846-0028","",,,,,
"","C003887",,"1297850-0042","",,,,,
"","C003888",,"1297846-0029","",,,,,
"","C003889",,"1297850-0049","",,,,,
"","C003934",,"1297846-0055","",,,,,
"","C003949",,"1297850-0016","",,,,,
"","C003950",,"1297850-0057","",,,,,
"","C003951",,"1297850-0025","",,,,,
"","C003952",,"1297850-0010","",,,,,
"","C003953",,"1297850-0040","",,,,,
"","C003954",,"1297850-0017","",,,,,
"","C003955",,"1297846-0033","",,,,,
"","C003956",,"1297846-0026","",,,,,
"","C003957",,"1297846-0024","",,,,,
"","C003958",,"1297846-0012","",,,,,
"","C003959",,"1297850-0058","",,,,,
"","C003960",,"1297847-0040","",,,,,
"","C003961",,"1297850-0055","",,,,,
"","C003962",,"1297846-0032","",,,,,
"","C003963",,"1297850-0039","",,,,,
"","C003964",,"1297850-0062","",,,,,
"","C003965",,"1297850-0024","",,,,,
"","C003966",,"1297846-0031","",,,,,
"","C003967",,"1297850-0014","",,,,,
"","C003968",,"1297850-0047","",,,,,
"","C003969",,"1297850-0015","",,,,,
"","C003970",,"1297850-0046","",,,,,
"","C003971",,"1297850-0034","",,,,,
"","C003972",,"1297850-0022","",,,,,
"","C003978",,"1297850-0033","",,,,,
"","C003981",,"1297850-0028","",,,,,
"","C003997",,"1297850-0050","",,,,,
"","C003998",,"1297850-0032","",,,,,
"","C004000",,"1297850-0063","",,,,,
"","C004002",,"1297850-0035","",,,,,
"","C004004",,"1297850-0043","",,,,,
"","C004006",,"1297850-0011","",,,,,
"","C004007",,"1297846-0004","",,,,,
"","C004008",,"1297846-0023","",,,,,
"","C004009",,"1297846-0039","",,,,,
"","C004010",,"1297847-0042","",,,,,
"","C004011",,"1297846-0051","",,,,,
"","C004012",,"1297846-0034","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor",,,,,
"","C004013",,"1297846-0001","",,,,,
"","C004014",,"1297846-0050","",,,,,
"","C004015",,"1297846-0040","",,,,,
"","C004016",,"1297846-0054","",,,,,
"","C004054",,"1297850-0038","",,,,,
"","C004056",,"1297846-0013","",,,,,
"","C004057",,"1297850-0037","",,,,,
"","C004058",,"1297846-0020","",,,,,
"","C004059",,"1297850-0004","",,,,,
"","C004061",,"1297846-0009","",,,,,
"","C004089",,"1297846-0043","",,,,,
"","C004090",,"1297846-0044","",,,,,
"","C004091",,"1297846-0047","",,,,,
"","C004092",,"1297846-0011","",,,,,
"","C004093",,"1297846-0057","",,,,,
"","C004094",,"1297846-0037","",,,,,
"","C004095",,"1297848-0005","",,,,,
"","C004096",,"1297846-0038","",,,,,
"","C004097",,"1297847-0045","",,,,,
"","C004098",,"1297846-0045","",,,,,
"","C004099",,"1297848-0006","",,,,,
"","C004100",,"1297846-0016","",,,,,
"","C004111",,"1297847-0004","",,,,,
"","C004112",,"1297846-0041","",,,,,
"","C004113",,"1297846-0002","",,,,,
"","C004114",,"1297846-0056","",,,,,
"","C004115",,"1297846-0048","",,,,,
"","C004116",,"1297846-0022","",,,,,
"","C004117",,"1297846-0052","",,,,,
"","C004118",,"1297846-0042","",,,,,
"","C004119",,"1297846-0014","",,,,,
"","C004120",,"1302686-0002","",,,,,
"","C004122",,"1302686-0003","",,,,,
"","C004168",,"1356695-0001","",,,,,
"","C004177",,"1269741-0028","",,,,,
"","C004180",,"1328164-0049","",,,,,
"","C004181",,"1324266-0063","",,,,,
"","C004182",,"1328164-0056","",,,,,
"","C004183",,"1359497-0075","",,,,,
"","C004184",,"1328164-0092","",,,,,
"","C004185",,"1359919-0003","",,,,,
"","C004186",,"1359919-0005","",,,,,
"","C004187",,"1328164-0059","",,,,,
"","C004188",,"1328164-0058","",,,,,
"","C004189",,"1328164-0095","",,,,,
"","C004190",,"1399174-0018","VIHA-CVH-Comox Valley Hospital",,,,,
"","C004191",,"1328164-0041","",,,,,
"","C004192",,"1359497-0072","",,,,,
"","C004193",,"1324266-0064","",,,,,
"","C004194",,"1328164-0055","",,,,,
"","C004195",,"1328164-0051","",,,,,
"","C004196",,"1359497-0073","",,,,,
"","C004197",,"1328164-0052","",,,,,
"","C004198",,"1359497-0070","",,,,,
